image_path,clean_class
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_141392.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_141589.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_141835.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_142439.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_142718.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_142929.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_142940.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_143620.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_143717.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_144101.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_144195.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_144328.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_145463.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_146136.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_147344.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_148494.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_148614.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_148707.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_149216.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_150458.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_151826.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_152336.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_152338.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_153470.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_153927.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_154433.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_156449.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_156600.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_156648.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_15740.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_157714.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_157865.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_158786.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_159653.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_160614.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_16164.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_161814.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_162429.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_162713.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_163499.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_163533.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_165338.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_166408.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_166518.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_167870.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_168152.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_16822.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_168295.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_168536.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_169417.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_169544.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_170062.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_170918.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_171698.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_17230.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_172373.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_174098.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_174299.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_174418.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_174666.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_17560.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_175970.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_176402.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_178311.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_180003.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_180105.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_180168.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_180571.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_180615.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_181233.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_181249.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_181408.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_181786.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_18313.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_183171.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_184265.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_18455.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_184945.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_185658.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_185835.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_185950.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_187538.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_187959.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_188099.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_188251.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_189103.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_189232.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_189611.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_190083.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_190277.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_190644.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_191437.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_191913.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_192971.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_193092.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_193374.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_193606.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_193810.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_195694.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_196464.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_19758.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_198977.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_199408.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_199434.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_199640.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_200117.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_20036.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_20087.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_202057.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_202339.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_202430.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_206195.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_206914.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_20749.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_207799.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_208701.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_208981.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_209277.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_209319.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_209734.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_210322.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_211807.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_212083.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_21312.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_214204.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_214210.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_214736.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_214915.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_215033.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_215077.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_215260.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_215265.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_21576.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_2158.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_216040.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_216622.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_21715.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_217339.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_21736.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_217606.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_218522.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_219791.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_22055.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_220917.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_221485.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_221964.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_222683.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_222791.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_222938.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_223475.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_223548.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_224354.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_22541.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_225431.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_226177.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_226523.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_22703.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_228522.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_231898.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_23214.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_232331.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_232452.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_232473.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_233.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_233793.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_233840.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_234903.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_236261.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_237315.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_237446.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_237692.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_238408.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_239174.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_239275.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_240087.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_240726.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_242041.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_242349.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_242525.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_2429.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_243400.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_243471.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_243972.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_244436.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_245577.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_245683.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_246054.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_246276.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_246454.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_246744.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_247744.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_247876.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_248076.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_248448.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_2489268.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_248999.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_249022.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_249169.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_250013.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_25063.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_250982.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_251299.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_251659.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_251840.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_256257.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_256567.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_257472.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_257583.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_257713.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_257829.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_258850.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_258900.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_259317.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_260331.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_260693.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_262130.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_26343.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_263832.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_264104.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_264380.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_264511.jpg,erythroblast
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\erythroblast\ERB_264808.jpg,erythroblast
