image_path,source_folder,original_class,clean_class
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0096.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0097.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0098.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0099.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0100.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0101.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0102.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0103.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0104.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0105.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0106.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0107.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0108.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0109.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0110.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0111.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0112.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0113.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0114.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0115.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0116.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0117.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0118.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0119.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0120.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0121.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0122.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0123.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0124.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0125.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0126.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0127.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0128.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0129.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0130.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0131.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0132.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0133.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0134.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0135.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0136.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0137.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0138.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0139.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0140.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0141.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0142.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0143.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0144.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0145.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0146.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic metamyelocyte\Eosinophilic metamyelocyte_0147.jpeg,main,Eosinophilic metamyelocyte,Eosinophilic metamyelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0000.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0001.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0002.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0003.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0004.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0005.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0006.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0007.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0008.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0009.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0010.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0011.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0012.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0013.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0014.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0015.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0016.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0017.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0018.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0019.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0020.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0021.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0022.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0023.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0024.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0025.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0026.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0027.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0028.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0029.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0030.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0031.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0032.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0033.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0034.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0035.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0036.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0037.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0038.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0039.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0040.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0041.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0042.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0043.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Eosinophilic myelocyte\Eosinophilic myelocyte_0044.jpeg,main,Eosinophilic myelocyte,Eosinophilic myelocyte
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Histiocyte\Histiocyte_0000.jpeg,main,Histiocyte,Rare_Other
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Histiocyte\Histiocyte_0001.jpeg,main,Histiocyte,Rare_Other
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Histiocyte\Histiocyte_0002.jpeg,main,Histiocyte,Rare_Other
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0000.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0001.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0002.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0003.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0004.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0005.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0006.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0007.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0008.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0009.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0010.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0011.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0012.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0013.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0014.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0015.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0016.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0017.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0018.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0019.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0020.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0021.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0022.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0023.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0024.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0025.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0026.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0027.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0028.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0029.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0030.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0031.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0032.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0033.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0034.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0035.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0036.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0037.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0038.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0039.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0040.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0041.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0042.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0043.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0044.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0045.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0046.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0047.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Intermediate erythroblast\Intermediate erythroblast_0048.jpeg,main,Intermediate erythroblast,Intermediate erythroblast
